"","NIC12nova","NIC12","NIC13","NIC15","NIC16","NIC17","NIC18","NIC19","NIC20","NIC21","NIC22nova","NIC22","NIC23","NIC24","NIC25","NIC27","NIC29","NIC3","NIC4","NIC5","NIC6","NIC7","S52"
"TRIO",5348,11183,6223,10922,6953,15016,12849,8216,15303,5545,8468,9226,5368,6579,15674,5524,11653,8637,8315,8878,3980,9530,753
"TRIOBP",1366,2369,3251,1420,1305,2187,4327,3033,2956,1852,2034,2379,1365,1489,2221,1137,1291,1103,1833,2706,1764,5183,607
"TRIP10",873,1611,3344,1095,1271,983,2066,1562,1381,832,1171,887,1016,655,928,888,652,3012,2600,3303,1531,2478,1606
"TRIP11",3401,4179,3127,1544,1696,1760,8535,2300,3689,2010,3204,1510,3304,3188,3299,2813,4195,589,3215,1837,3216,2308,746
"TRIP12",8323,15508,10806,8473,12172,10469,19668,8321,20311,8643,15093,10809,6165,8811,8914,8533,11473,1647,9812,10117,4535,15256,2295
"TRIP13",760,1256,1238,205,462,762,1567,454,1543,643,1162,695,963,574,986,446,310,518,1017,742,1440,2112,310
"TRIP4",375,952,1260,367,688,672,1254,492,980,377,393,423,398,468,489,225,460,511,820,1675,1173,1490,472
"TRIP6",674,947,1900,2396,2632,1534,3226,2600,2000,403,680,597,979,1141,1431,647,1180,844,1536,576,3689,2019,865
"TRIQK",928,1524,533,529,490,1029,2920,666,2238,1148,1736,1142,918,734,687,954,921,79,955,935,1994,2319,443
"TRIR",2358,1234,4546,468,1114,955,4505,1230,3105,2275,2097,873,1471,2134,1195,1815,1827,615,5021,4245,4260,5726,2045
"TRIT1",928,1663,898,495,732,856,2451,1308,1806,461,980,744,673,937,805,575,803,373,1597,899,1098,916,356
"TRMO",364,531,558,200,234,321,850,295,628,378,602,328,264,407,290,256,598,212,557,375,351,455,395
"TRMT1",711,1271,1815,582,1305,1018,1629,1281,1576,603,944,1133,429,886,621,809,729,3554,4007,3195,1641,2909,613
"TRMT10A",695,820,253,81,320,112,548,85,538,329,375,170,177,198,181,214,217,0,341,261,215,409,140
"TRMT10B",165,372,638,325,328,438,461,605,511,255,279,333,131,241,310,203,311,260,669,621,412,646,261
"TRMT10C",1254,1265,1052,452,325,585,2273,294,1573,853,1035,594,859,943,443,808,866,68,1389,909,1800,1710,648
"TRMT11",1189,2164,1064,828,1232,1205,2368,911,2243,944,1549,1106,551,1080,923,972,1354,585,1553,1049,566,859,554
"TRMT112",1542,930,2766,593,577,801,2903,431,1139,1221,1690,739,1365,1651,996,1255,1394,0,2924,2338,3237,3674,2038
"TRMT12",223,269,413,424,445,457,926,284,489,313,543,436,181,377,240,217,366,241,670,415,581,1073,299
"TRMT13",646,1114,1241,398,571,1031,2003,501,2114,590,1155,807,568,678,591,732,751,85,1655,657,815,1326,206
"TRMT1L",862,1473,1075,608,878,809,1613,659,1434,795,1036,731,553,830,572,672,1110,73,1438,1025,793,974,319
"TRMT2A",873,1482,1722,641,1173,1067,1519,938,702,694,942,850,468,693,745,468,530,1308,1451,1506,814,1764,768
"TRMT2B",919,1708,1022,887,915,1353,1969,1372,1814,1083,1098,1087,441,1381,636,1253,946,364,1636,1983,1136,3033,305
"TRMT44",361,773,579,363,412,554,695,551,812,388,485,580,241,492,419,427,527,396,600,556,467,601,233
"TRMT5",808,1305,896,346,532,609,1784,566,744,401,660,360,549,705,631,594,1106,121,1222,742,1066,949,185
"TRMT6",570,771,1023,188,954,429,1360,429,567,297,1505,791,812,656,651,288,485,156,788,1106,602,2226,481
"TRMT61A",461,729,874,716,1084,778,1173,1484,468,355,467,598,302,465,365,854,832,370,1499,494,1130,1831,191
"TRMT61B",451,799,517,409,364,493,645,451,832,409,434,372,355,440,292,424,574,245,687,744,480,1033,304
"TRMT9B",173,281,185,257,629,508,900,821,2498,214,533,412,79,1106,84,330,365,35,183,1105,253,234,44
"TRMU",935,2183,1960,606,1071,1111,1568,960,933,775,1096,1062,595,890,1164,600,651,1200,1772,1068,562,2941,912
"TRNAU1AP",557,755,734,308,607,333,1207,548,608,435,564,299,302,477,612,345,377,313,568,553,250,730,412
"TRNP1",131,133,239,26,23,44,164,55,28,41,37,31,671,96,266,81,25,87,31,28,4,15,2758
"TRNT1",1083,2229,1333,803,705,894,2814,448,1923,1009,1548,1250,671,914,813,886,1458,394,1612,925,1400,1834,420
"TRO",94,133,262,208,23,150,321,58,42,154,86,95,87,140,203,61,254,90,294,255,6,82,89
"TROAP",464,1203,1919,215,532,498,1179,890,710,233,345,481,429,382,387,252,227,476,781,816,1296,1424,537
"TROVE2",3587,4874,2478,1994,4528,2233,9245,2082,7585,3655,4467,2884,3801,3600,3097,3197,3909,176,2722,2675,2192,2231,705
"TRPA1",102,164,429,12,394,959,5635,482,584,2023,1043,530,632,364,18,940,22,381,1652,35,3064,602,69
"TRPC1",117,162,206,238,13,100,359,128,159,198,148,88,105,215,201,99,439,154,199,132,22,415,63
"TRPC3",22,40,39,19,37,16,32,19,8,48,26,25,20,27,22,28,40,0,26,11,0,0,49
"TRPC4",20,35,105,72,0,92,200,43,34,122,89,63,40,66,47,93,153,28,229,33,0,67,42
"TRPC4AP",2273,4361,5018,5848,5006,5119,4776,4591,6446,2434,4027,3687,1630,2733,4305,4084,3439,4603,7236,10245,3988,10938,1569
"TRPC5",2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"TRPC5OS",1,0,0,0,0,0,8,0,0,0,2,0,2,0,0,2,2,0,0,0,0,0,0
"TRPC6",92,157,259,98,22,134,470,78,56,255,207,160,225,246,185,173,260,18,266,48,55,217,0
"TRPC7",2,0,0,0,1,0,5,0,0,3,0,0,0,0,3,1,0,1,0,0,0,0,11
"TRPM1",0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRPM2",552,948,1041,497,202,634,851,257,162,240,252,525,704,640,257,316,143,1065,1495,563,1138,800,895
"TRPM3",10,4,6,0,24,10,32,16,3,14,1,3,3,3,7,15,213,0,0,126,0,9,0
"TRPM4",1433,4589,3830,1843,2983,4497,5287,4399,2414,1327,901,1697,1480,756,1833,895,1279,3648,4879,2100,7813,4954,959
"TRPM5",14,48,31,1,288,40,306,153,442,26,20,62,17,32,350,29,132,253,42,173,35,35,5
"TRPM6",33,45,382,1610,79,1020,876,87,582,559,1642,1257,39,314,298,203,1027,96,186,1434,47,915,19
"TRPM7",3187,6016,4342,2329,2718,3244,9335,1889,9927,3180,3667,2409,3042,3864,4089,1975,3763,981,3074,3719,3145,3446,623
"TRPM8",6,0,12,1,1,0,20,1,5,1,2,0,4,2,7,5,0,0,16,17,0,0,0
"TRPS1",851,1309,1207,1237,163,636,1623,431,273,782,839,488,1004,1316,1270,650,1864,771,440,678,207,116,319
"TRPT1",438,544,851,288,214,495,1207,356,502,377,637,289,432,339,372,330,440,443,846,938,817,1076,388
"TRPV1",112,353,257,107,158,144,230,286,272,40,90,174,49,78,112,56,143,258,215,405,105,122,133
"TRPV2",415,559,1386,543,219,494,918,307,141,339,511,402,287,554,559,236,489,784,713,476,230,136,437
"TRPV3",19,33,102,14,46,98,112,28,196,27,52,112,12,31,163,20,29,125,34,232,0,19,1
"TRPV4",37,109,219,66,60,74,60,89,69,37,68,74,49,51,76,16,52,165,161,124,56,68,74
"TRPV5",0,3,1,0,22,0,0,1,1,0,0,0,0,0,7,0,0,51,0,0,0,0,0
"TRPV6",356,665,13,0,0,18,12,14,0,5,0,0,1,0,3,1,0,1,0,0,0,0,26
"TRRAP",3060,10151,7854,7118,9810,10057,5851,13360,14141,3348,5917,9976,2539,4783,5368,3723,5966,4251,5882,5603,1743,8094,854
"TRUB1",1310,1820,1277,483,741,1004,2214,457,2167,870,1537,906,1023,1075,526,1013,848,118,1404,1067,1142,1716,227
"TRUB2",1152,1288,1458,887,962,924,2461,1051,1991,1010,1529,861,732,1211,890,989,969,175,1534,1660,1546,1443,565
"TSACC",12,18,4,1,0,5,12,3,6,6,1,6,4,4,1,6,1,0,69,0,0,38,0
"TSBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSC1",1471,2978,2797,1526,2035,2148,4197,2329,3601,1729,2193,2170,1480,1723,2943,1536,2449,1267,2580,3081,887,1844,528
"TSC2",1347,4431,5167,3674,5751,4152,3398,7382,6291,1419,1714,3606,933,1343,3550,1435,2147,8797,6170,9219,3355,3706,467
"TSC22D1",4403,7824,7307,7935,6996,8936,10545,9178,23578,6331,8498,6526,4578,3677,12352,9506,7739,2137,9977,12300,10595,16264,3338
"TSC22D2",728,2036,1570,2919,2046,2605,1983,2401,2186,1035,1163,1746,960,913,1450,1494,1324,1685,1804,1365,827,1992,403
"TSC22D3",1928,2478,6099,1003,753,783,1454,819,760,659,2238,1694,769,2079,964,1159,933,5417,2233,1683,473,873,1904
"TSC22D4",542,852,2197,937,803,1403,1272,1277,1374,657,633,1021,474,877,1146,694,555,1242,1249,1768,1018,2038,927
"TSEN15",812,1322,1715,412,1258,664,1070,592,1912,732,1338,842,571,680,487,810,1036,61,1451,907,1207,1344,633
"TSEN2",811,1790,749,920,1542,2111,3034,1159,2566,693,1674,1581,337,712,914,677,885,119,1310,1286,719,1852,287
"TSEN34",507,561,78,297,472,469,667,551,619,548,391,324,277,104,387,283,360,137,594,492,686,250,198
"TSEN54",749,1189,1472,935,1189,1102,1316,796,1661,810,1122,1039,527,789,392,591,732,1170,2024,1944,645,2871,998
"TSFM",26,66,22,72,0,68,47,43,81,12,53,39,19,35,36,22,19,61,81,46,0,39,0
"TSG101",1164,2162,2125,939,934,1239,2757,1135,3574,1019,1692,1255,958,945,781,914,1230,55,3023,2425,2254,3948,1173
"TSGA10",313,639,185,198,345,227,951,535,1838,341,640,484,128,362,291,470,377,250,430,671,169,421,92
"TSGA10IP",2,0,2,0,0,0,1,6,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
"TSGA13",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TSHB",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSHR",9,12,24,0,0,15,60,15,0,11,20,18,3,20,0,15,17,6,0,0,13,1,32
"TSHZ1",243,573,1562,584,880,1039,978,1259,1118,505,678,960,576,665,575,499,1050,222,808,1606,744,1532,283
"TSHZ2",288,520,1775,740,22,477,441,270,337,318,298,348,119,572,577,262,1580,549,457,856,288,190,244
"TSHZ3",146,357,590,479,99,295,324,229,76,166,173,111,204,247,210,112,389,196,379,536,466,69,139
